City,Latitude,Longitude
Delta Junction,-145.7322222,64.0377778
Deltana,-145.2146373,63.871711
Deming,-122.21599,48.8256718
Denair,-120.7968711,37.526323
Denio,-118.6343404,41.9898955
Depoe Bay,-124.0631713,44.8084467
Derby Acres,-119.5954004,35.2471876
Des Moines,-122.3242902,47.4017661
Descanso,-116.6158525,32.8528287
Desert Center,-115.4022052,33.7125191
Desert Edge,-116.4413889,33.9241667
Desert Hot Springs,-116.5016784,33.961124
Desert Shores,-116.039724,33.4041996
Detroit,-122.1497982,44.7340108
Devore,-117.4014365,34.2163964
Dexter,-122.8228506,43.915959
Di Giorgio,-118.8514873,35.2527389
Diablo,-121.141233,48.7134615
Diamond Bar,-117.8103367,34.0286226
Diamond Lake,-122.1389202,43.1787376
Diamond Springs,-120.8149355,38.6946259
Dieringer,-122.225119,47.2406564
Dillard,-123.4278501,43.1028939
Dillingham,-158.4575,59.0397222
Dillon Beach,-122.9652768,38.2507515
Dinuba,-119.3870656,36.5432837
Diomede,-168.952,65.7581
Disautel,-119.2372606,48.3604327
Discovery Bay,-121.6002291,37.9085357
Dishman,-117.2832644,47.6568384
Disston,-122.7700621,43.6981784
Dixie,-118.1552297,46.1401386
Dixon,-121.8232958,38.4454641
Dobbins,-121.2060694,39.3715577
Dockton,-122.4592932,47.3717652
Dogtown,-121.0885546,38.2138064
Dollar Point,-120.0999135,39.1879625
Dollars Corner,-122.599968,45.7802365
Dominguez,-118.2186814,33.8347392
Donald,-122.8392624,45.2223418
Donnelly,-145.8833333,63.6736111
Dora,-123.9562078,43.1559448
Dorena,-122.8620118,43.7198452
Doris,-120.0097746,46.8676312
Dorrington,-120.277139,38.3013054
Dorris,-121.91806,41.9673696
Dos Palos,-120.6265722,36.9860582
Dos Palos Y,-120.6354636,37.0488349
Dos Rios,-123.3533476,39.7168221
Dot Lake,-144.0644444,63.6613889
Doty,-123.2776442,46.6345456
Douglas,-134.3925,58.2755556
Douglas City,-122.9447474,40.6520897
Downey,-118.1325688,33.9400143
Downieville,-120.8268905,39.5593405
Doyle,-120.1038161,40.0279592
Drain,-123.3186987,43.6587309
Dry Lake,-114.843056,36.4566369
Drytown,-120.8543816,38.4410213
DuPont,-122.6312391,47.0967638
Duarte,-117.9772873,34.1394513
Dublin,-121.9357918,37.7021521
Ducor,-119.047324,35.8916196
Dufur,-121.1306244,45.4531754
Dundee,-123.010935,45.2781732
Dunes City,-124.1151165,43.8831751
Dungeness,-123.1232335,48.1467597
Dunlap Acres,-117.1075341,34.0311254
Dunnigan,-121.9696908,38.8851773
Dunphy,-116.5300883,40.7088008
Dunsmuir,-122.2719529,41.2082089
Durham,-121.7999767,39.6462733
Dustin Acres,-119.3906711,35.2194092
Dusty,-117.6518662,46.8101598
Dutch Flat,-120.8377169,39.206009
Duvall,-121.9856781,47.7423218
Dyer,-118.08603373,37.6789214128
Eagle,-141.2,64.7880556
Eagle Point,-122.8028177,42.4726258
Eagle River,-149.5677778,61.3213889
Eagle Village,-141.1136111,64.7805556
Eagledale,-122.5154108,47.6142638
Eagleville,-120.1157746,41.3162846
Earlimart,-119.2723328,35.8841206
East Blythe,-114.5738449,33.6105801
East Farms,-117.0524227,47.7073999
East Highlands,-117.170594,34.1097338
East La Mirada,-117.9889525,33.9244577
East Las Vegas,-115.0419404,36.0944186
East Los Angeles,-118.1720157,34.0239015
East Nicolaus,-121.5449598,38.9101746
East Oakdale,-120.8038204,37.7879834
East Olympia,-122.8356906,46.9675972
East Orosi,-119.2606704,36.5480054
East Palo Alto,-122.1410751,37.4688273
East Porterville,-118.9756551,36.0574518
East Quincy,-120.8980083,39.9340591
East Sonora,-120.361304,37.9777024
East Wenatchee,-120.2931263,47.4156824
East Whittier,-118.018121,33.9633461
Eastgate,-117.8790074,39.3054789
Easton,-121.1789787,47.23706
Eastsound,-122.9054625,48.696771
Eatonville,-122.266502,46.8673263
Echo,-119.195567,45.7423538
Eddyville,-123.7764999,44.6345632
Edgemont,-117.2786518,33.9202949
Edgewood,-122.4316846,41.4582041
Edison,-122.4437767,48.5623293
Edmonds,-122.3773552,47.8106521
Edmundson Acres,-118.8231531,35.2288506
Edna,-120.6129476,35.2038641
Edna Bay,-133.6622222,55.9488889
Edwall,-117.9510663,47.504602
Edwards Air Force Base,-117.9294619,34.9044901
Eek,-162.0244444,60.2188889
Egegik,-157.3758333,58.2155556
Eglon,-122.5145857,47.8625948
Ekwok,-157.4752778,59.3497222
El Cajon,-116.9625269,32.7947731
El Casco,-117.118367,33.9811269
El Centro,-115.5630514,32.792
El Cerrito,-122.3116367,37.9157581
El Dorado Hills,-121.082167,38.6857367
El Granada,-122.4694214,37.5027185
El Monte,-118.0275667,34.0686207
El Nido,-120.4921291,37.1349442
El Paso de Robles,-120.655849,35.6394065
El Portal,-119.7840609,37.6746514
El Rio,-119.16383,34.235783
El Segundo,-118.4164652,33.9191799
El Sobrante,-122.2952474,37.9771452
El Toro,-117.695961609,33.6282146949
El Verano,-122.491648,38.2976922
Elbe,-122.1937212,46.7648288
Elberton,-117.2212886,46.9812808
Elderwood,-119.1223301,36.4716161
Eldon,-123.0459903,47.5453703
Eldridge,-122.510815,38.348802
Ele'ele,-159.5819445,21.9054346
Electric City,-119.0380781,47.9323735
Elfin Cove,-136.3433333,58.1944444
Elgin,-117.917434,45.5648612
Elim,-162.2605556,64.6175
Elk,-123.7177934,39.1301809
Elk Creek,-122.5391598,39.6051574
Elk Grove,-121.3716178,38.4087993
Elkhorn,-121.7405047,36.8243999
Elko,-115.7631232,40.8324211
Elkton,-123.5681519,43.6376174
Ellamar,-146.6975,60.8955556
Ellensburg,-120.5478474,46.9965144
Ellisforde,-119.4011718,48.7898783
Ellisport,-122.4354046,47.4203764
Elma,-123.4087692,47.0034291
Elmer City,-118.9544656,47.9979311
Elmira,-121.9099638,38.3482442
Elsie,-123.5948486,45.8656665
Eltopia,-119.0172292,46.4587486
Elverta,-121.4627326,38.713791
Ely,-114.8886296,39.2474393
Emden,-118.1227359,47.1045993
Emerald Bay,-117.809222,33.5525247
Emeryville,-122.2852473,37.831316
Emigrant Gap,-120.6727122,39.296845
Emmonak,-164.5230556,62.7777778
Empire,-119.34213,40.5757352
Encinitas,-117.2919818,33.0369867
Endicott,-117.6829807,46.9257176
Enetai,-122.5987489,47.5848181
Enterprise,-117.2787815,45.4262617
Entiat,-120.20841,47.6759636
Enumclaw,-121.9915003,47.2042681
Eola,-123.1198204,44.9323414
Ephrata,-119.5536491,47.3176385
Erlands Point,-122.6929225,47.5998165
Escalon,-120.9966033,37.7974273
Eschbach,-120.6311804,46.6695699
Escondido,-117.086421,33.1192068
Eska,-148.9086111,61.7377778
Espanola,-117.7416087,47.6032193
Esparto,-122.0171925,38.6921258
Essex,-115.2449794,34.7336097
Estacada,-122.3336963,45.2895655
Ester,-148.0144444,64.8472222
Etna,-122.8947551,41.4568065
Eucalyptus Hills,-116.9466942,32.8797708
Eugene,-123.0867536,44.0520691
Eureka,-115.9606129,39.5127066
Eureka Roadhouse,-147.1680556,61.9386111
Evans,-118.0252655,48.7135159
Everett,-122.2020794,47.9789848
Everson,-122.3426588,48.9201171
Ewan,-117.7349302,47.1168308
Excursion Inlet,-135.4366667,58.4213889
Exeter,-119.1420517,36.2960613
Eyak,-145.6351157,60.526294
Fair Oaks,-121.2721718,38.6446264
Fairbanks,-147.7163889,64.8377778
Fairfax,-122.5888686,37.9871455
Fairfield,-117.1715787,47.3851752
Fairmead,-120.1929487,37.0763341
Fairmont,-122.2542998,47.9020405
Fairview,-124.0737143,43.2167775
Fall City,-121.8887269,47.5673238
Fall River Mills,-121.4383139,41.0046076
Fallbrook,-117.2511466,33.3764196
Fallon,-118.7773743,39.4735288
Falls City,-123.4359382,44.8662285
False Pass,-163.415,54.8508333
Farmer,-119.8119972,47.6126369
Farmersville,-119.2067767,36.2977283
Farmington,-117.0440605,47.0893399
Feather Falls,-121.2563504,39.5932207
Federal Way,-122.3126222,47.3223221
Fellows,-119.5412328,35.1785779
Felton,-122.0732973,37.0513374
Fenner,-115.1791451,34.8158313
Fern Prairie,-122.3987037,45.6365067
Fernbrook,-116.9116944,32.968102
Ferndale,-122.5910056,48.8464992
Fernley,-119.2518349,39.6079683
Fetters Hot Springs,-122.4860921,38.3199138
Fiddletown,-120.7554891,38.5037966
Fieldbrook,-124.0356196,40.9656826
Fields Landing,-124.2150604,40.7245711
Fife,-122.3570664,47.2392665
Fillmore,-118.918154,34.3991639
Finley,-119.0338959,46.1540232
Fircrest,-122.5159586,47.2395429
Firebaugh,-120.4560072,36.8588376
Fish Camp,-119.6404311,37.4785497
Flanigan,-119.8865896,40.1707382
Flat,-158.0075,62.4536111
Flinn Springs,-116.8525246,32.8550504
Flora,-117.3098881,45.900148
Florence,-118.2481287,33.9744592
Florin,-121.4088416,38.4960187
Floriston,-120.021308,39.3946303
Flournoy,-122.4361082,39.920433
Folger,-156.0833333,63.5616667
Folsom,-121.1760583,38.6779591
Fontana,-117.435048,34.0922335
Foothill Farms,-121.351144,38.678773
Foots Creek,-123.1389402,42.4048437
Forbestown,-121.267184,39.51711
Ford,-117.805792,47.9082219
Ford City,-119.4562299,35.1544112
Fords Prairie,-122.9890217,46.7351021
Forest Grove,-123.1106631,45.5198364
Forest Knolls,-122.6885967,38.0152007
Forest Meadows,-120.4054756,38.1679751
Forest Ranch,-121.6727541,39.8821053
Foresthill,-120.8179891,39.0201768
Forestville,-122.8902721,38.4735237
Forks,-124.3854867,47.950355
Fort Bidwell,-120.1513388,41.8604463
Fort Bragg,-123.8052935,39.445723
Fort Dick,-124.1489706,41.8678909
Fort Hill,-123.5553873,45.0606691
Fort Irwin,-116.6847524,35.2627527
Fort Jones,-122.8403099,41.6076387
Fort Klamath,-121.9958544,42.7045782
Fort Washington,-119.761256,36.8792978
Fort Yukon,-145.2738889,66.5647222
Fortuna,-124.1572756,40.5981867
Fossil,-120.2161373,44.9981864
Foster,-122.6723065,44.4104025
Foster City,-122.2710788,37.5585465
Fountain Valley,-117.9536697,33.7091847
Four Lakes,-117.5941009,47.5612777
Fowler,-119.6784697,36.6305058
Fox,-147.6183333,64.9580556
Fragaria,-122.5312419,47.4639863
Frances,-123.5048754,46.5423258
Franklin,-121.4543973,38.3790776
Frazier Park,-118.9448219,34.8227556
Freedom,-121.7730065,36.9352303
Freeland,-122.525983,48.009537
Freeman,-117.1957538,47.5182301
Freeport,-121.5016216,38.4618527
Fremont,-121.9885719,37.5482697
French Camp,-121.2710555,37.8840922
French Gulch,-122.6383512,40.7007031
Frenchglen,-118.9154784,42.8268267
Frenchman,-118.2701317,39.2793679
Fresno,-119.7723661,36.7477272
Friant,-119.7118118,36.9877274
Friday Harbor,-123.0171242,48.5342662
Fruitland,-118.1988742,48.0709969
Fruitvale,-120.5531223,46.6179041
Fuller Acres,-118.9117658,35.2999602
Fullerton,-117.925338,33.8702924
Fulton,-122.7699886,38.4962997
Funter,-134.8958333,58.2563889
Furnace Creek,-116.8708863,36.4580039
Gabbs,-117.9220602,38.8688134
Gakona,-145.3019444,62.3019444
Galena,-156.9275,64.7333333
Galt,-121.2999485,38.2546373
Gambell,-171.7411111,63.7797222
Garberville,-123.795029,40.1001449
Garden Farms,-120.6062789,35.4180286
Garden Grove,-117.9414477,33.7739053
Garden Home,-122.7588798,45.4642012
Gardena,-118.3089624,33.8883487
Gardiner,-124.11039,43.730117
Gardnerville,-119.7496216,38.9412959
Garey,-120.31488,34.8885904
Garfield,-117.1410073,47.0079487
Garibaldi,-123.9109643,45.5598266
Garlock,-117.7900644,35.4024608
Garner,-148.9733333,63.8291667
Garnet,-116.5455688,33.9019598
Garrett,-118.4027467,46.0520803
Gasquet,-123.9695195,41.8453908
Gaston,-123.1395515,45.4362256
Gates,-122.4167483,44.7562329
Gaviota,-120.2148716,34.4716558
Gazelle,-122.5202995,41.5207015
Gearhart,-123.9112502,46.0242745
Geneva,-122.4018329,48.7456654
Genoa,-119.8471238,39.0043524
George,-119.8558822,47.0790224
Georgetown,-121.973725,47.3576014
Gerber,-122.1502688,40.0562678
Gerlach,-119.3551865,40.6515682
Gervais,-122.8975952,45.1081752
Geyserville,-122.9024964,38.707687
Gibbon,-118.3649602,45.6995763
Gifford,-118.1463778,48.306282
Gig Harbor,-122.5801293,47.329264
Gilberton,-122.6048625,47.6389845
Gilchrist,-121.6853026,43.4770694
Gilroy,-121.5682751,37.0057816
Girdwood,-149.1663889,60.9425
Glacier,-121.9457016,48.8901226
Gladstone,-122.5948139,45.3806761
Glamis,-115.0719158,32.997542
Glasgow,-124.2112245,43.4345571
Gleed,-120.6134021,46.6581812
Glen Avon,-117.4847714,34.0116799
Glen Ellen,-122.5241487,38.3640795
Glenbrook,-119.9390724,39.0893525
Glendale,-114.5691536,36.6652502
Glendora,-117.865339,34.1361187
Glenn,-122.0138651,39.5218283
Glennallen,-145.5463889,62.1091667
Glenoma,-122.1600994,46.5145545
Glenview,-116.9058591,32.8322727
Glenwood,-121.2906329,46.0187336
Glide,-123.1011754,43.3015069
Goffs,-115.0627541,34.9191646
Golconda,-117.4892882,40.9532359
Gold Acres,-116.7325891,40.262141
Gold Bar,-121.6970606,47.8567695
Gold Beach,-124.421774,42.4073334
Gold Hill,-123.0506035,42.4317894
Gold Point,-117.3650767,37.3546528
Gold River,-121.2466156,38.6262937
Golden Hills,-118.4903643,35.142465
Goldendale,-120.8217312,45.8206794
Goldfield,-117.2356341,37.7085439
Goleta,-119.8276389,34.4358295
Golovin,-163.0291667,64.5433333
Gonzales,-121.4443806,36.5066296
Goodnews Bay,-161.5875,59.1188889
Goodnoe Hills,-120.4803299,45.7512379
Goodsprings,-115.4341661,35.8324766
Goodyears Bar,-120.8843931,39.5398949
Goose Prairie,-121.2670304,46.8951142
Gorman,-118.8525956,34.7960902
Gorst,-122.704863,47.5253721
Goshen,-123.0114722,43.9954031
Gost Creek,-159.7858333,62.2105556
Government Camp,-121.7547998,45.3040072
Graeagle,-120.6185519,39.7662874
Graham,-122.2942839,47.0528789
Grand Coulee,-119.0033548,47.9415408
Grand Mound,-123.0112469,46.7878787
Grand Ronde,-123.6092771,45.060113
Grand Terrace,-117.3136544,34.0339031
Grandview,-119.9017049,46.2509653
Granger,-120.1872727,46.3420741
Grangeville,-119.7087425,36.3435612
Granite,-118.4177241,44.8093131
Granite Bay,-121.1638361,38.7632346
Granite Falls,-121.968742,48.0839895
Graniteville,-120.7396623,39.4407321
Grants Pass,-123.3283925,42.439007
Grapeview,-122.8351404,47.3317616
Grass Valley,-121.0610606,39.2190608
Graton,-122.8697158,38.4363022
Grayland,-124.0932273,46.8100926
Grayling,-160.0647222,62.9036111
Grays River,-123.6093106,46.3562176
Grayson,-121.1793811,37.5638204
Greeley Hill,-120.1299092,37.744651
Green,-123.3678491,43.160394
Green Bluff,-117.2716024,47.8273947
Green Valley,-118.4139702,34.6216542
Green Valley Lake,-117.0772605,34.2408403
Greenacres,-119.1098266,35.3832927
Greenbank,-122.5729351,48.0981503
Greenbrae,-122.5246979,37.9485354
Greenfield,-119.0028801,35.26885
Greenhorn,-118.4913355,44.7079299
Greenview,-122.905589,41.5506937
Greenville,-120.9510675,40.1396126
Greenwater,-121.6503772,47.1559405
Grenada,-122.5200223,41.6470887
Gresham,-122.4314796,45.4981757
Gridley,-121.6935833,39.3637773
Grimes,-121.8938583,39.0743383
Grisdale,-123.6123909,47.3570337
Grizzly,-120.9197543,44.4979032
Grizzly Flats,-120.5354311,38.6356962
Grossmont,-116.9883606,32.7783843
Grotto,-121.4234359,47.7362179
Groveland,-120.2326894,37.8382608
Grover Beach,-120.6212821,35.1216424
Guadalupe,-120.5718363,34.971644
Gualala,-123.5280651,38.7657447
Guasti,-117.5864414,34.0650112
Guerneville,-122.9961102,38.5018575
Guinda,-122.1938633,38.8290674
Gulkana,-145.3822222,62.2713889
Gustavus,-135.7369444,58.4133333
Gustine,-120.9988154,37.2577171
Ha'ena,-159.5610952,22.2185038
Hacienda Heights,-117.9686755,33.9930677
Hackamore,-121.1235876,41.5518309
Haines,-117.9388288,44.9115341
Haiwee,-117.9759131,36.1466081
Hale'iwa,-158.1077513,21.5891723
Half Moon Bay,-122.4285862,37.4635519
Halfway,-117.1146173,44.880715
Hali'imaile,-156.3381346,20.8670704
Halleck,-115.452839,40.9507552
Halsey,-123.1098145,44.3840122
Hamburg,-123.0603186,41.7829093
Hamilton,-119.3091474,44.7404274
Hamilton Branch,-121.0913504,40.274887
Hamilton City,-122.0135914,39.7426598
Hammond,-123.9515357,46.2001036
Hampton,-120.2338682,43.6726387
Hana,-156.0084769,20.771608
Hanalei,-159.5031218,22.2016937
Hanama'ulu,-159.348372,21.9954675
Hanapepe,-159.587849,21.9133114
Hanford,-119.3877995,46.5837479
Hansville,-122.5543141,47.9187044
Happy Camp,-123.3794996,41.7931797
Happy Valley,-122.5303688,45.446787
Harbison Canyon,-116.8300236,32.8203296
Harbor,-124.2675917,42.0531665
Harbour Pointe,-122.3051342,47.8856515
Harding Lake,-146.8155178,64.4212591
Hardman,-119.6819629,45.1698589
Hardwick,-119.7187441,36.401339
Harlan,-123.6931645,44.5398422
Harmony,-121.0226879,35.5085836
Harney,-118.8227102,43.6432092
Harper,-117.6099061,43.8632138
Harrah,-120.5442304,46.4042937
Harrington,-118.2544187,47.4809872
Harrisburg,-123.170648,44.2740124
Hartland,-118.9576057,36.6543914
Hartley,-121.9469106,38.4171313
Hartline,-119.1083534,47.6904251
Hatton,-118.8263881,46.7759744
Hau'ula,-157.9091774,21.611233
Hauser,-124.2187259,43.4928912
Hawaiian Gardens,-118.0728424,33.8314045
Hawi,-155.8305517,20.2391194
Hawk Inlet,-134.7530556,58.1258333
Hawthorne,-118.624578,38.5246441
Hay,-117.9157735,46.6787631
Haycock,-161.1655556,65.2097222
Hayford,-117.5638249,47.6062783
Hayfork,-123.1830839,40.5543106
Hayward,-122.0807964,37.6688205
Hazelwood,-122.5239808,45.5165085
Hazen,-119.0462731,39.5651915
Healdsburg,-122.8691609,38.6104658
Healy,-148.9661111,63.8569444
Heber,-115.529718,32.7308911
Hebo,-123.8634491,45.2303835
Helena,-123.128365,40.7734757
Helendale,-117.324492,34.7438754
Helix,-118.6569253,45.8495768
Helm,-120.0982058,36.5316159
Hemet,-116.9719684,33.7475203
Henderson,-114.9819368,36.0396988
Henry,-114.8264297,41.6968579
Heppner,-119.5577997,45.3531842
Herald,-121.2443919,38.2957474
Hercules,-122.2885808,38.0171441
Herendeen Bay,-160.6858333,55.7680556
Herlong,-120.1346519,40.1435142
Hermiston,-119.2894605,45.8404101
Hermosa Beach,-118.3995194,33.8622367
Herndon,-119.9173752,36.8366136
Hesperia,-117.3008784,34.4263886
Hickman,-120.7538163,37.6235429
Hidden Hills,-118.6523096,34.1602832
Hidden Valley Lake,-122.5583155,38.8079573
High Rock,-121.982624,47.8128772
Highgrove,-117.3333772,34.0158479
Highland,-117.2086513,34.1283442
Highlands,-122.3438596,37.5199379
Highlands-Baywood Park,-122.344766,37.522645
Hiko,-115.2241887,37.5969036
Hilgard,-118.2280021,45.3520742
Hillsboro,-122.989827,45.5228939
Hillsborough,-122.3794163,37.5741032
Hilmar,-120.8502035,37.4085479
Hilo,-155.0868273,19.722474
Hilt,-122.6233613,41.994859
Hines,-119.0810482,43.5640385
Hinkley,-117.1992124,34.9347025
Hiouchi,-124.0720219,41.7926137
Hobart,-121.972893,47.4217682
Hobergs,-122.7244339,38.8435139
Hockinson,-122.4870402,45.7378945
Hodge,-117.1933779,34.8155403
Hogatza,-155.7172222,66.1897222
Holbrook Junction,-119.555390453,38.7338252739
Holikachuk,-159.5175,62.9097222
Holland,-123.5389529,42.1276157
Holley,-122.7834179,44.3542917
Hollis,-132.6363889,55.5566667
Hollister,-121.4016021,36.8524545
Holly,-122.9784885,47.5575929
Hollywood,-118.326648503,34.0983987873
Holtville,-115.3802643,32.8111612
Holualoa,-155.9314174,19.6230029
Holy Cross,-159.7713889,62.1994444
Home,-122.7637451,47.274818
Home Garden,-119.6362393,36.3032834
Home Gardens,-117.5208816,33.8780714
Homeland,-117.1091967,33.7430759
Homer,-151.5483333,59.6425
Homestead,-116.8507118,45.0237673
Homestead Valley,-116.4145301,34.2730263
Honalo,-155.9286547,19.542441
Honcut,-121.5338564,39.3290561
Honda,-120.6335037,34.6155392
Honeydew,-124.12282,40.2443059
Honoka'a,-155.465712,20.0746345
Honokahua,-156.6587305,20.9984195
Honolulu,-157.8583333,21.3069444
Honomu,-155.1130486,19.8694141
Honuâ€˜apo,-155.5487251,19.089495
Hood,-121.5174543,38.3682444
Hood River,-121.5214623,45.7053966
Hoodsport,-123.1393227,47.4059259
Hoonah,-135.4436111,58.11
Hoopa,-123.6742236,41.0504076
Hooper,-118.1485714,46.7748723
Hooper Bay,-166.0966667,61.5311111
Hope,-149.6402778,60.9202778
Hopland,-123.1163918,38.9729542
Hoquiam,-123.8893348,46.9809247
Hornbrook,-122.5558584,41.9101394
Hornitos,-120.238241,37.5021592
Hoskins,-123.4687151,44.6767857
Houghton,-122.2059572,47.6609322
Houston,-149.8180556,61.6302778
Hoâ€˜olehua,-157.0688081,21.1675244
Hubbard,-122.8078718,45.1823423
Hughes,-154.2555556,66.0488889
Hughson,-120.8660408,37.5968764
Humboldt,-118.2518134,40.6029609
Humboldt River Ranch,-118.2675253,40.4555952
Humptulips,-123.9593406,47.2328651
Hunters,-118.2019313,48.1168314
Huntington,-117.2665686,44.3512726
Huntington Beach,-117.9992265,33.660297
Huntington Park,-118.2250725,33.9816812
Hunts Point,-122.230124,47.6434321
Huntsville,-118.1071708,46.2870844
Huron,-120.1029177,36.2027308
Huslia,-156.3997222,65.6986111
Husum,-121.4870189,45.7992866
Hyak,-121.392872,47.3928903
Hyampom,-123.4525362,40.6173635
Hydaburg,-132.8266667,55.2080556
Hyder,-130.0247222,55.9169444
Hydesville,-124.097272,40.5476338
Idanha,-122.0786855,44.7026218
Idlewild,-118.6720328,35.8107846
Idleyld Park,-123.0239511,43.3237296
Idria,-120.6743379,36.4169007
Idyllwild,-116.7189075,33.7400209
Igiugig,-155.8947222,59.3277778
Ignacio,-122.5385899,38.0701986
Igo,-122.5416799,40.5054281
Ikatan,-163.3083333,54.75
Iliamna,-154.9110837,59.7567965
Ilwaco,-124.0432099,46.3089891
Imbler,-117.9621587,45.4595816
Imlay,-118.1504207,40.6607386
Imperial,-115.5694391,32.8475529
Imperial Beach,-117.1130849,32.5839444
Inchelium,-118.1966585,48.2968364
Incline Village,-119.9729674,39.2512962
Independence,-118.2000951,36.8027102
Index,-121.5551086,47.8206605
Indian Falls,-120.9638446,40.0568353
Indian Springs,-115.6705757,36.5696826
Indian Wells,-116.3083426,33.7186333
Indianola,-124.2333925,40.6862383
Indio,-116.2155619,33.7205771
Indio Hills,-116.2313958,33.831128
Industry,-117.9586754,34.0197335
Inglewood,-118.3531311,33.9616801
Ingot,-122.0791666,40.7276534
Interlaken,-121.7338382,36.9513409
Inverness,-122.8569377,38.1010337
Inyokern,-117.8125674,35.6468991
Ione,-120.9327177,38.3526913
Irby,-118.8511133,47.3593127
Irondale,-122.7726672,48.0420357
Ironside,-117.9446472,44.3243271
Irrigon,-119.4914117,45.8956885
Irvine,-117.8231107,33.6694649
Irwin,-120.8499254,37.3968815
Irwindale,-117.9353413,34.1069527
Isla Vista,-119.8609718,34.4133292
Island City,-118.0446618,45.3409671
Island Mountain,-123.4903007,40.0262607
Island View,-119.2233487,46.2393015
Islen,-114.321651,37.5296882
Isleton,-121.6116206,38.1618614
Issaquah,-122.0326191,47.5301011
Ivanhoe,-119.2178889,36.3871725
Ivanof Bay,-159.4833333,55.9
Ivanpah,-115.3105436,35.3405433
Izee,-119.3860711,44.0670921
Jackpot,-114.6747587,41.9832443
Jackson,-120.7741018,38.3488024
Jacksonville,-122.9669865,42.3134584
Jacumba,-116.189739,32.6175626
Jakolof Bay,-151.5102778,59.4469444
Jamacha Junction,-116.9433589,32.739775
Jamestown,-120.4226952,37.9532584
Jamieson,-117.4379636,44.182104
Jamul,-116.8761347,32.7169988
Janesville,-120.5241117,40.2965645
Jarbidge,-115.4320148,41.8735171
Jean,-115.3238828,35.7788681
Jefferson,-123.0103708,44.7195662
Jenner,-123.1155588,38.4496365
Jennings Lodge,-122.6125923,45.3912314
Jesmond Dene,-117.1091988,33.1803157
Johannesburg,-117.6347823,35.3727406
John Day,-118.95301,44.4159883
John Sam Lake,-122.2459762,48.1092639
Johnson,-117.1379449,46.6315516
Johnson City,-122.5789805,45.4045649
Johnsondale,-118.5409204,35.9746706
Johnstonville,-120.5874483,40.3843408
Johnstown,-116.8966923,32.838106
Johnsville,-120.6954985,39.7607303
Jonesville,-148.9347222,61.7305556
Jordan Valley,-117.0543038,42.9740445
Joseph,-117.2296126,45.3543187
Joshua Tree,-116.3130661,34.134728
Joyce,-123.7340865,48.136477
Juanita,-122.2070689,47.7031541
Julian,-116.6019637,33.0786552
Junction City,-123.7734986,46.9709272
June Lake,-119.0754228,37.7796529
Juneau,-134.4197222,58.3019444
Jungo,-118.3837639,40.9171247
Juntura,-118.0796249,43.7446021
Ka'anapali,-156.6833787,20.9288894
Kachemak,-151.4373641,59.6741531
Kahakuloa,-156.5491676,20.9959204
Kahalu'u,-157.8416971,21.4580951
Kahlotus,-118.5569314,46.643197
Kahului,-156.4735937,20.8820295
Kailua,-155.9902382,19.6392732
Kake,-133.9472222,56.9758333
Kaktovik,-143.6238889,70.1319444
Kalaheo,-159.5236211,21.9159149
Kalaloch,-124.3724164,47.6045242
Kalama,-122.8445509,46.0084472
Kalapana,-154.98005,19.35245
Kalaupapa,-156.9817693,21.1894648
Kalifornsky,-151.29,60.4183333
Kalskag,-160.3052778,61.5372222
Kaltag,-158.7219444,64.3272222
Kaluaâ€˜aha,-156.82061,21.06664
Kamalo,-156.8746422,21.0502334
Kanaskat,-121.8937218,47.3203799
Kane'ohe,-157.7887943,21.4087496
Kangley,-121.8801111,47.3617688
Kapa'a,-159.318143113,22.0749700304
Kapolei,-158.06562,21.33371
Kapowsin,-122.2256697,46.9856579
Karluk,-154.4555556,57.5719444
Kasaan,-132.4008333,55.5388889
Kashegelok,-157.8338889,60.8547222
Kasigluk,-162.5180556,60.8955556
Kasilof,-151.2744444,60.3375
Katalla,-144.5183333,60.1972222
Kaumalapau,-156.9893531,20.7870085
Kaunakakai,-157.0173984,21.0896357
Kawaihae,-155.8264643,20.0353877
Kaweah,-118.9184341,36.4696697
Kea'au,-155.037204,19.6155627
Keating,-117.5904873,44.8740432
Keauhou,-155.96226,19.56064
Keddie,-120.9610663,40.0148913
Keeler,-117.8739694,36.4871576
Keene,-118.5623117,35.2235728
Keizer,-123.0262077,44.9901194
Kekaha,-159.7118623,21.9668608
Keller,-118.6850125,48.078769
Kelly Ridge,-121.4662585,39.5288045
Kelseyville,-122.8394375,38.9779531
Kelso,-122.9084445,46.146779
Kenai,-151.2583333,60.5544444
Kendall,-122.1359842,48.9170653
Kenmore,-122.2440148,47.7573202
Kennard Corner,-122.2076282,47.8200975
Kennewick,-119.1372338,46.2112458
Kenny Lake,-144.9483333,61.7191667
Kennydale,-122.2067887,47.5206552
Keno,-121.9300076,42.1265334
Kensington,-122.2802471,37.9104805
Kent,-120.6942154,45.1951258
Kentfield,-122.5571997,37.9521465
Kenwood,-122.5460935,38.4138005
Kerby,-123.651735,42.1942798
Kerman,-120.059879,36.7235572
Kernville,-118.4253627,35.7546732
Keswick,-122.4658452,40.6223721
Ketchikan,-131.6461111,55.3422222
Kettle Falls,-118.0558218,48.6107354
Kettleman City,-119.9617998,36.0082865
Kewa,-118.2786052,48.2009994
Key Center,-122.7454131,47.3406507
Keyes,-120.9154858,37.5565994
Keyport,-122.6209776,47.7020396
